Competizione;Livescore;Betting1X2;Vitibet;Forebet;Mybet;Zulubet;Pickforwin;Iambettor;Prosoccer;Scibet
Stati Uniti - NASL;San Francisco Deltas;San Francisco Deltas;;SF Deltas;San Francisco Deltas;;San Francisco Deltas;;;
Giappone - J.League;Vissel Kobe;Vissel Kobe;Vissel Kobe;Vissel Kobe;Vissel Kobe;Vissel Kobe;Vissel Kobe;;VISSEL KOBE;Vissel Kobe
Giappone - J.League;FC Tokyo;FC Tokyo;FC Tokyo;FC Tokyo;FC Tokyo;FC Tokyo;Tokyo;;FC TOKYO;FC Tokyo
Giappone - J.League;Kashima Antlers;Kashima Antlers;Kashima Antlers;Kashima Antlers;Kashima Antlers;Kashima Antlers;Kashima Antlers;;KASHIMA;Kashima Antlers
Giappone - J.League;Vegalta Sendai;Vegalta Sendai;Vegalta Sendai;Vegalta Sendai;Vegalta Sendai;Vegalta Sendai;Vegalta Sendai;;SENDAI;Vegalta Sendai
Giappone - J.League;Gamba Osaka;Gamba Osaka;Gamba Osaka;Gamba Osaka;Gamba Osaka;Gamba Osaka;Gamba Osaka;;GAMBA OSAKA;Gamba Osaka
Giappone - J.League;Urawa Red Diamonds;Urawa Red Diamonds;Urawa Red Diamonds;Urawa Reds;Urawa Red Diamonds;Urawa Red Diamonds;Urawa Reds;;URAWA RD;Urawa Red Diamonds
Giappone - J.League;Yokohama Marinos;Yokohama F-Marinos;Yokohama Marinos;Yokohama Marinos;Yokohama F.Marinos;Yokohama F Marinos;Yokohama F. Marinos;;MARINOS YOKOH.;Yokohama F. Marinos
Giappone - J.League;Kawasaki;Kawasaki Frontale;Kawasaki Frontale;Kawasaki Frontale;Kawasaki Frontale;Kawasaki Frontale;Kawasaki Frontale;;FRONTALE KAWAS.;Kawasaki Frontale
Giappone - J.League;Shimizu S-Pulse;Shimizu S-Pulse;Shimizu S-Pulse;Shimizu S-Pulse;Shimizu S-Pulse;Shimizu S-Pulse;Shimizu S-pulse;;SHIMIZU;Shimizu S-Pulse
Giappone - J.League;Cerezo Osaka;Cerezo Osaka;Cerezo Osaka;Cerezo Osaka;Cerezo Osaka;Cerezo Osaka;Cerezo Osaka;;CEREZO OSAKA;Cerezo Osaka
Giappone - J.League;Jubilo Iwata;Jubilo Iwata;Jubilo Iwata;Jubilo Iwata;Jubilo Iwata;;Júbilo Iwata;;JUBILO IWATA;Jubilo Iwata
Giappone - J.League;Sagan Tosu;Sagan Tosu;Sagan Tosu;Sagan Tosu;Sagan Tosu;Sagan Tosu;Sagan Tosu;;SAGAN TOSU;Sagan Tosu
Giappone - J.League;Ventforet Kofu;Ventforet Kofu;Ventforet Kofu;Ventforet Kofu;Ventforet Kofu;Ventforet Kofu;Ventforet Kofu;;KOFU;Ventforet Kofu
Giappone - J.League;Consadole Sapporo;Consadole Sapporo;Consadole Sapporo;Consadole Sapporo;Consadole Sapporo;Consadole Sapporo;Consadole Sapporo;;SAPPORO;Consadole Sapporo
Giappone - J.League;Kashiwa Reysol;Kashiwa Reysol;Kashiwa Reysol;Kashiwa Reysol;Kashiwa Reysol;Kashiwa Reysol;Kashiwa Reysol;;KASHIMA;Kashiwa Reysol
Giappone - J.League;Niigata Albirex;Albirex Niigata;Albirex Niigata;Albirex Niigata;Albirex Niigata;Niigata Albirex;Albirex Niigata;;ALBIREX NIIGATA;Albirex Niigata
Giappone - J.League;Sanfrecce Hiroshima;Sanfrecce Hiroshima;Sanfrecce Hiroshima;Sanfrecce;Sanfrecce Hiroshima;Sanfrecce Hiroshima;Sanfrecce Hiroshima;;HIROSHIMA;Sanfrecce Hiroshima
Giappone - J.League;Omiya Ardija;Omiya Ardija;Omiya Ardija;Omiya Ardija;Omiya Ardija;Omiya Ardija;Omiya Ardija;;ARDIJA OMIYA;Omiya Ardija
Giappone - J.League 2;Shonan Bellmare;Shonan Bellmare;Shonan Bellmare;Shonan Bellmare;Shonan Bellmare;Shonan Bellmare;Shonan Bellmare;;;Shonan Bellmare
Giappone - J.League 2;Tokyo Verdy;Tokyo Verdy;Tokyo Verdy;Tokyo Verdy;Tokyo Verdy;Tokyo Verdy;Tokyo Verdy;;;Tokyo Verdy
Giappone - J.League 2;Tokushima Vortis;Tokushima Vortis;Tokushima Vortis;Tokushima Vortis;Tokushima Vortis;Tokushima Vortis;Tokushima Vortis;;;Tokushima Vortis
Giappone - J.League 2;V-Varen Nagasaki;V-Varen Nagasaki;V-Varen Nagasaki;V-Varen Nagasaki;V-Varen Nagasaki;V-Varen Nagasaki;V-varen Nagasaki;;;V-Varen Nagasaki
Giappone - J.League 2;Yokohama FC;Yokohama FC;Yokohama FC;Yokohama FC;Yokohama FC;Yokohama FC;Yokohama;;;Yokohama FC
Giappone - J.League 2;Avispa Fukuoka;Avispa Fukuoka;Avispa Fukuoka;Avispa Fukuoka;Avispa Fukuoka;Avispa Fukuoka;Avispa Fukuoka;;;Avispa Fukuoka
Giappone - J.League 2;Matsumoto Yamaga FC;Matsumoto Y FC;Matsumoto Yamaga;Matsumoto Yamaga;Matsumoto Yamaga;Matsumoto Yamaga FC;Matsumoto Yamaga;;;Matsumoto Yamaga
Giappone - J.League 2;Nagoya Grampus;Nagoya Grampus;Nagoya Grampus Eight;Nagoya Grampus;Nagoya Grampus Eight;Nagoya Grampus;Nagoya Grampus;;;Nagoya Grampus
Giappone - J.League 2;JEF United Ichihara Chiba;JEF Utd Chiba;JEF United Chiba;JEF United Chiba;JEF United Chiba;JEF United Chiba;Jef United;;;JEF United Chiba
Giappone - J.League 2;Montedio Yamagata;Montedio Yamagata;Montedio Yamagata;Montedio Yamagata;Montedio Yamagata;Montedio Yamagata;Montedio Yamagata;;;Montedio Yamagata
Giappone - J.League 2;Oita Trinita;Oita;Oita Trinita;Oita Trinita;Oita Trinita;Oita Trinita;Oita Trinita;;;Oita Trinita
Giappone - J.League 2;Mito Hollyhock;Mito Hollyhock;Mito Hollyhock;Mito HollyHock;Mito Hollyhock;Mito Hollyhock;Mito Hollyhock;;;Mito HollyHock
Giappone - J.League 2;Roasso Kumamoto;Roasso Kumamoto;Roasso Kumamoto;Roasso Kumamoto;Roasso Kumamoto;Roasso Kumamoto;Roasso Kumamoto;;;Roasso Kumamoto
Giappone - J.League 2;Machida Zelvia;Machida Zelvia;Machida Zelvia;Machida Zelvia;Machida Zelvia;Machida Zelvia;Machida Zelvia;;;Machida Zelvia
Giappone - J.League 2;Fagiano Okayama;Fagiano Okayama;Fagiano Okayama FC;Fagiano Okayama;Fagiano Okayama FC;Fagiano Okayama;Fagiano Okayama;;;Fagiano Okayama
Giappone - J.League 2;Ehime FC;Ehime FC;Ehime FC;Ehime FC;Ehime FC;Ehime FC;Ehime;;;Ehime FC
Giappone - J.League 2;Kamatamare Sanuki;Kamatamare Sanuki;Kamatamare Sanuki;Kamatamare Sanuki;Kamatamare Sanuki;Kamatamare Sanuki;Kamatamare Sanuki;;;Kamatamare Sanuki
Giappone - J.League 2;Kyoto Sanga FC;Kyoto Sanga FC;Kyoto Sanga FC;Kyoto Sanga;Kyoto Sanga FC;Kyoto Sanga FC;Kyoto Sanga;;;Kyoto Sanga FC
Giappone - J.League 2;FC Gifu;FC Gifu;FC Gifu;FC Gifu;FC Gifu;FC Gifu;Gifu;;;FC Gifu
Giappone - J.League 2;Renofa Yamaguchi;Renofa Yamaguchi;Renofa Yamaguchi;Renofa Yamaguchi;Renofa Yamaguchi;Renofa Yamaguchi;Renofa Yamaguchi;;;Renofa Yamaguchi
Giappone - J.League 2;Zweigen Kanazawa;Zweigen Kanazawa;Zweigen Kanazawa;Zweigen Kanazawa;Zweigen Kanazawa;ZWEIGEN KANAZAWA;Zweigen Kanazawa;;;Zweigen Kanazawa
Giappone - J.League 2;Thespakusatsu Gunma;Thespa Kusatsu;Thespakusatsu Gunma;Thespakusatsu;Thespakusatsu Gunma;Thespakusatsu;Thespakusatsu Gunma;;;Thespa Kusatsu
Argentina - Primera Division;Boca Juniors;Boca Juniors;Boca Juniors;Boca Juniors;Boca Juniors;Boca Juniors;Boca Juniors;;BOCA JUNIORS;Boca Juniors
Argentina - Primera Division;San Lorenzo;San Lorenzo;San Lorenzo;San Lorenzo;San Lorenzo;San Lorenzo;San Lorenzo;;SAN LORENZO;San Lorenzo
Argentina - Primera Division;Newell's Old Boys;Newell's;Newell's Old Boys;Newell's Old Boys;Newells Old Boys;Newell´s Old Boys;Newells Old Boys;;NEWELLS;Newell's Old Boys
Argentina - Primera Division;Estudiantes;Estudiantes LP;Estudiantes de La Plata;Estudiantes La Plata;Estudiantes;Estudiantes De La Plata;Estudiantes L.p. (arg);;ESTUDIANTES;Estudiantes
Argentina - Primera Division;Banfield;Banfield;CA Banfield;CA Banfield;Banfield;CA Banfield;Banfield;;BANFIELD;CA Banfield
Argentina - Primera Division;River Plate;River Plate;CA River Plate;River Plate;River Plate;River Plate;River Plate (arg);;RIVER PLATE;River Plate
Argentina - Primera Division;Racing Club;Racing Club;Racing Club;Racing Club;Racing Club;Racing Club;Racing Club;;RACING CLUB;Racing Club
Argentina - Primera Division;Gimnasia La Plata;Gimnasia LP;Gimnasia de La Plata;Gimnasia La Plata;Gimnasia LP;Gimnasia Y Esgrima La Plata;Gimnasia L.p;;GIMNASIA LP;GyE La Plata
Argentina - Primera Division;Colon;Colon;Colon de Santa Fe;Colon Santa Fe;Colon;Colon de Santa Fe;Colon Santa Fe;;COLON;CA Colón
Argentina - Primera Division;Talleres de Cordoba;CA Talleres de Córdoba;Talleres de Cordoba;Talleres Córdoba;Talleres;CA Talleres;Talleres Cordoba;;TALLERES;Talleres Córdoba
Argentina - Primera Division;Lanus;Lanus;CA Lanus;CA Lanús;Lanus;Atletico Lanus;Lanús;;LANUS;CA Lanus
Argentina - Primera Division;Atletico Tucuman;Atlético Tucumán;Atlético Tucumán;Atlético Tucumán;Atletico Tucuman;Club Atletico Tucuman;Atl. Tucuman;;ATLETICO TUCUMAN;Atlético Tucumán
Argentina - Primera Division;Independiente;CA Independiente;CA Independiente;Independiente;Independiente;CA Independiente;Independiente;;INDEPENDIENTE;Independiente
Argentina - Primera Division;Union de Santa Fe;Union De Santa Fe;Unión de Santa Fe;Unión Santa Fe;Union;Union de Santa Fe;Union De Santa Fe;;UNION SANTA FE;Unión de Santa Fe
Argentina - Primera Division;Godoy Cruz;Godoy Cruz;Godoy Cruz;Godoy Cruz;Godoy Cruz;Godoy Cruz A.T.;Godoy Cruz;;GODOY CRUZ;CD Godoy Cruz
Argentina - Primera Division;Patronato;Patronato Parana;Patronato de Paraná;Patronato Paraná;Patronato de Parana;Club Atletico Patronato;Patronato;;PATRONATO;Patronato
Argentina - Primera Division;Rosario Central;Rosario Central;Rosario Central;Rosario Central;Rosario Central;Club Atletico Rosario Central;Rosario Central;;ROSARIO;Rosario Central
Argentina - Primera Division;Atletico Rafaela;Atletico Rafaela;Atlético de Rafaela;Atletico Rafaela;Atletico Rafaela;Atletico Rafaela;Atl. Rafaela;;ATLETICO RAFAELA;Atlético Rafaela
Argentina - Primera Division;Defensa Y Justicia;Defensa y Justicia;Defensa y Justicia;Defensa y Justicia;Defensa y Justicia;Defensa Y Justicia;Defensa Y Justicia;;DEFENSA JUSTICIA;Defensa y Justicia
Argentina - Primera Division;Aldosivi;CA Aldosivi;CA Aldosivi;CA Aldosivi;Aldosivi;CA Aldosivi;Aldosivi;;ALDOSIVI;Aldosivi
Argentina - Primera Division;Olimpo;Olimpo B Blanca;Olimpo de Bahia Blanca;Club Olimpo;Olimpo;Club Olimpo;Olimpo Bahia Blanca;;OLIMPO;Olimpo
Argentina - Primera Division;Sarmiento;Sarmiento;Sarmiento de Junín;Sarmiento Junín;Sarmiento;CA Sarmiento;Sarmiento Junin;;SARMIENTO JUNIN;Sarmiento de Junín
Argentina - Primera Division;Quilmes;Quilmes;Quilmes Atletico;Quilmes AC;Quilmes;Quilmes Atletico Club;Quilmes;;QUILMES;Quilmes AC
Argentina - Primera Division;Tigre;CA Tigre;CA Tigre;CA Tigre;Tigre;CA Tigre;Tigre;;TIGRE;Tigre
Argentina - Primera Division;Huracan;Huracan;CA Huracán;CA Huracán;Huracan;CA Huracan;Huracán;;HURACAN;Huracán
Argentina - Primera Division;Velez Sarsfield;Velez Sarsfield;Velez Sarsfield;Vélez Sársfield;Velez Sarsfield;Velez Sarsfield;Velez Sarsfield;;VELEZ SARSFIELD;Vélez Sársfield
Argentina - Primera Division;CA Temperley;Temperley;CA Temperley;Temperley;Temperley;Club Atletico Temperley;Temperley;;TEMPERLEY;CA Temperley
Argentina - Primera Division;San Martin San Juan;San Martin de San Juan;San Martin San Juan;San Martín San Juan;San Martin San Juan;San Martin de San Juan;San Martin S.j.;;SAN MARTIN SJ;CA San Martín
Argentina - Primera Division;Belgrano;Belgrano;Belgrano de Cordoba;Belgrano Córdoba;Belgrano;CA Belgrano;Belgrano;;BELGRANO;Belgrano Córdoba
Argentina - Primera Division;Arsenal Sarandi;Arsenal de Sarandi;Arsenal de Sarandi;Arsenal Sarandi;Arsenal Sarandi;Arsenal de Sarandi;Arsenal;;ARSENAL SAR;Arsenal FC
Argentina - Primera B Nacional;Argentinos Juniors;Argentinos Jrs;;Argentinos Juniors;Argentinos Juniors;Argentinos Juniors;Argentinos Jrs;;ARGENTINOS;
Argentina - Primera B Nacional;Guillermo Brown;Guillermo Brown;Guillermo Brown;Guillermo Brown;Guillermo Brown;Guillermo Brown;Guillermo Brown;;GUILLERMO BROWN;
Argentina - Primera B Nacional;Nueva Chicago;Nueva Chicago;Nueva Chicago;Nueva Chicago;Nueva Chicago;Nueva Chicago;Nueva Chicago;;NUEVA CHICAGO;
Argentina - Primera B Nacional;Chacarita Juniors;Chacarita Juniors;Chacarita Juniors;Chacarita Juniors;Chacarita Juniors;CA Chacarita Juniors;Chacarita Juniors;;CHACARITA;
Argentina - Primera B Nacional;Ferro Carril Oeste;Ferro Carril Oeste;Ferro Carril Oeste;Ferro Carril Oeste;Ferro Carril Oeste;Ferro Carril Oeste;Ferro;;FERRO CARRIL OESTE;
Argentina - Primera B Nacional;Instituto;Instituto AC Cordoba;Instituto Atlético;Instituto Córdoba;Instituto;Instituto AC Cordoba;Instituto;;;
Argentina - Primera B Nacional;Almagro;Club Almagro;;Club Almagro;Almagro;Club Almagro;Almagro;;ALMARGO;
Argentina - Primera B Nacional;Club Central Cordoba;Central Cordoba;Central Cordoba;Central Cordoba SdE;Central Cordoba de Santiago;Central Cordoba SDE;Central Córdoba Sde;;CENTRAL CORDOBA;
Argentina - Primera B Nacional;Club Atletico Los Andes;Los Andes;Atletico Los Andes;Los Andes;Los Andes;Club Atletico Los Andes;Los Andes;;LOS ANDES;
Argentina - Primera B Nacional;CD Santamarina Tandil;Santamarina Tandil;Ramón Santamarina;Ramón Santamarina;Santamarina;CD Santamarina Tandil;Santamarina;;;
Argentina - Primera B Nacional;Independiente Rivadavia;Independiente Rivadavia;;Ind. Rivadavia;Independiente Rivadavia;Independiente Rivadavia de Mendoza;Ind. Rivadavia;;INDEP. RIVADAVIA;
Argentina - Primera B Nacional;CA Brown de Adrogue;CA Brown de Adrogue;;Brown de Adrogué;Brown de Adrogue;CA Brown de Adrogue;Brown Adrogue;;BROWN DE ADROGUE;
Argentina - Primera B Nacional;All Boys;All Boys;CA All Boys;All Boys;All Boys;CA All Boys;All Boys;;ALL BOYS;
Argentina - Primera B Nacional;Gimnasia Jujuy;Gimnasia Jujuy;Gimnasia de Jujuy;Gimnasia Jujuy;Gimnasia Jujuy;Gimnasia Y Esgrima Jujuy;Gimnasia Jujuy;;GIMNASIA DJ;
Argentina - Primera B Nacional;San Martin Tucuman;San Martin de Tucuman;;San Martín T.;San Martin de Tucuman;San Martin de Tucuman;San Martin T.;;SAN MARTIN;
Argentina - Primera B Nacional;CSD Flandria;CSD Flandria;;Flandria;Flandria;CSD Flandria;Flandria;;FLANDRIA;
Argentina - Primera B Nacional;Douglas Haig;CA Douglas Haig;CA Douglas Haig;CA Douglas Haig;Douglas Haig;CA Douglas Haig;Douglas Haig;;DOUGLAS HAIG;
Argentina - Primera B Nacional;Juventud Unida Gualeguaychu;Juventud Unida G.;Juventud Unida;Juventud Unida (G);Juventud Unida Gualeguaychu;Juventud Unida Gualeguaychu;Cdju Gualeguaychu;;;
Argentina - Primera B Nacional;Estudiantes San Luis;Sportivo Estudiantes;Estudiantes San Luis;CS Estudiantes (SL);Sportivo Estudiantes;Estudiantes San Luis;Sportivo Estudiantes;;ESTUDIANTES S.L.;
Argentina - Primera B Nacional;Boca Unidos;Boca Unidos;Boca Unidos;Boca Unidos;Boca Unidos;Boca Unidos;Boca Unidos;;BOCA UNIDOS;
Argentina - Primera B Nacional;Club Villa Dalmine;Villa Dalmine;Villa Dálmine;Villa Dálmine;Villa Dalmine;Club Villa Dalmine;Villa Dalmine;;VILLA DALMINE;
Argentina - Primera B Nacional;Crucero Del Norte;Crucero Del Norte;Crucero del Norte;Crucero del Norte;Crucero del Norte;Crucero Del Norte;Crucero Del Norte;;CRUCERO DEL NORTE;
Argentina - Primera B Nacional;Club Atletico Parana;CA Parana;Atletico Parana;Atlético Paraná;Atletico Parana;Club Atletico Parana;Atletico Parana;;ATLETICO PARANA;
Cina - Super League;Guangzhou R&F FC;Guangzhou R&F;Guangzhou R&F;Guangzhou R&F;Guangzhou R&F F.C.;Guangzhou R&F;Guangzhou Randf;;GUANGZHOU FULI;
Cina - Super League;Shanghai SIPG;Shanghai SIPG;Shanghai SIPG;Shanghai SIPG;Shanghai SIPG FC;Shanghai SIPG;Shanghai Sipg;;SHANGHAI SIPG;
Cina - Super League;Shandong Luneng;Shandong Luneng;Shandong Luneng;Shandong Luneng;Shandong Luneng;Shandong Luneng Taishan FC;Shandong Luneng;;SHANDONG;
Cina - Super League;HEBEI CHINA FORTUNE FC;Hebei CFFC;Hebei China Fortune;Hebei CFFC;Hebei CFFC;Hebei China Fortune;Hebei;;HEBEI FORTUNE;
Cina - Super League;Chongqing Lifan;Chongqing Lifan;Chongqing Lifan;Chongqing Lifan;Chongqing Lifan;;Chongqing Lifan;;CHONGQING LIFAN;
Cina - Super League;Guangzhou Evergrande;Guangzhou Evergrande;Guangzhou Evergrande;Guangzhou Evergrande;Guangzhou Evergrande;Guangzhou Evergrande;Guangzhou Evergrande;;GUANGZHOU EVER.;
Cina - Super League;Guoan FC;Beijing Guoan;Beijing Guoan;Beijing Guoan;Beijing Guoan;Beijing Guoan;Beijing Guoan;;BEIJING;
Cina - Super League;Tianjin Quanjian;Tianjin Quanjian;;Tianjin Quanjian;Tianjin Quanjian;Tianjin Quanjian;Tianjin Quanjian;;TIANJIN QUANJIAN;
Cina - Super League;Liaoning Whowin FC;Liaoning Hongyun;Liaoning Hongyun;Liaoning Hongyun;Liaoning Hongyun;Liaoning Whowin;Liaoning;;LIAO NING;
Cina - Super League;Tianjin Teda;Tianjin Teda;Tianjin Teda;Tianjin Teda;Tianjin Teda;Tianjin TEDA;Tianjin Teda;;TIANJIN TEDA;
Cina - Super League;Shanghai Shenhua;Shanghai Shenhua;Shanghai Shenhua;Shanghai Shenhua;Shanghai Shenhua;FC Shanghai Shenhua;Shanghai Shenhua;;SHANGHAI SHENHUA;
Cina - Super League;Guizhou Zhicheng;Guizhou Hengfeng Zhicheng;;Guizhou Zhicheng;Guizhou Hengfeng Zhicheng;Guizhou Hengfeng Zhicheng;Guizhou Zhicheng;;GUIZHOU HFZC;
Cina - Super League;Henan;Henan Jianye;Henan Jianye;Henan Construction;Henan Jianye;FC Henan Jianye;Henan Jianye;;HENAN JIANYE;
Cina - Super League;Yanbian;Yanbian Fude FC;Yanbian Funde;Yanbian Fude;Yanbian;Yanbian Funde;Yanbian Funde;;YANBIAN FUNDE;
Cina - Super League;Jiangsu Guoxin-Sainty FC;Jiangsu Suning FC;Jiangsu Sainty;Jiangsu Suning;Jiangsu Suning FC;Jiangsu Suning;Jiangsu Suning;;JIANGSU;
Cina - Super League;Changchun Yatai;Changchun Yatai;Changchun Yatai;Changchun YaTai;Changchun Yatai;FC Changchun Yatai;Changchun Yatai;;CHANGCHUN YATAI;
Danimarca - Superligaen;Copenaghen;FC Copenhagen;FC Kobenhavn;FC København;FC Koebenhavn;FC Copenhagen;København;;FC KOPENHAGEN;FC København
Danimarca - Superligaen;Brondby;Brondby;Brondby IF;Brøndby IF;Broendby IF;Bröndby IF;Brøndby;;BRONDBY;Brøndby IF
Danimarca - Superligaen;Lyngby;Lyngby;Lyngby BK;Lyngby BK;Lyngby;Lyngby BK;Lyngby;;LYNGBY;Lyngby BK
Danimarca - Superligaen;Midtjylland;Midtjylland;FC Midtjylland;FC Midtjylland;FC Midtjylland;FC Midtjylland;Midtjylland;;MIDTJYLLAND;FC Midtjylland
Danimarca - Superligaen;Nordsjalland;FC Nordsjaelland;FC Nordsjaeland;FC Nordsjælland;FC Nordsjaelland;FC Nordsjalland;Nordsjælland;;NORDSJAELLAND;FC Nordsjælland
Danimarca - Superligaen;Sonderjyske;Sonderjyske;SonderjyskE Haderslev;SønderjyskE;SoenderjyskE;Sonderjyske;Sønderjyske;;SONDERJYSKE;SønderjyskE
Danimarca - Superligaen;Randers;Randers FC;Randers FC;Randers FC;Randers FC;Randers FC;Randers;;RANDERS;Randers FC
Danimarca - Superligaen;Odense;Odense BK;Odense Boldklub;Odense BK;OB;Odense BK;Ob;;ODENSE;Odense BK
Danimarca - Superligaen;Horsens;AC Horsens;AC Horsens;AC Horsens;AC Horsens;AC Horsens;Horsens;;HORSENS;AC Horsens
Danimarca - Superligaen;Esbjerg;Esbjerg;Esbjerg FB;Esbjerg fB;Esbjerg fB;Esbjerg FB;Esbjerg;;ESBJERG;Esbjerg fB
Danimarca - Superligaen;Aalborg;AaB;AaB Aalborg BK;AaB Aalborg;AaB;Aalborg BK;Aab;;AALBORG;Aalborg BK
Danimarca - Superligaen;Silkeborg;Silkeborg IF;Silkeborg IF;Silkeborg IF;Silkeborg;Silkeborg IF;Silkeborg;;SILKEBORG;Silkeborg IF
Danimarca - Superligaen;Viborg;Viborg;Viborg FF;Viborg FF;Viborg;Viborg FF;Viborg;;VIBORG;Viborg FF
Danimarca - Superligaen;Aarhus;AGF Aarhus;AGF Aarhus;AGF Aarhus;AGF;AGF Aarhus;Agf;;AGF AARHUS;Aarhus GF
Danimarca - 1st Division;Hobro IK;Hobro IK;Hobro IK;Hobro IK;Hobro;Hobro IK;Hobro;;;Hobro IK
Danimarca - 1st Division;Skive IK;Skive;Skive IK;Skive IK;Skive;Skive IK;Skive;;;Skive IK
Danimarca - 1st Division;FC Helsingor;FC Helsingor;FC Helsingor;FC Helsingor;FC Helsingoer;FC Helsingor;Fc Helsingør;;;FC Helsingør
Danimarca - 1st Division;Vendsyssel FF;Vendsyssel FF;Vendsyssel FF;Vendsyssel FF;Vendsyssel FF;Vendsyssel FF;Vendsyssel;;;Vendsyssel FF
Danimarca - 1st Division;FC Roskilde;FC Roskilde;FC Roskilde;FC Roskilde;FC Roskilde;FC Roskilde;Roskilde;;;FC Roskilde
Danimarca - 1st Division;Køge;HB Køge;Koge BK;HB Køge;HB Koege;HB Köge;Koge;;;HB Køge
Danimarca - 1st Division;Vejle BK;Vejle;Vejle BK;Vejle BK;Vejle Boldklub;Vejle BK;Vejle;;;Vejle BK
Danimarca - 1st Division;FC Fredericia;FC Fredericia;FC Fredericia;FC Fredericia;Fredericia;FC Fredericia;Fredericia;;;FC Fredericia
Danimarca - 1st Division;BK Fremad Amager;Fremad Amager;BK Fremad Amager;Fremad Amager;Fremad Amager;BK Fremad Amager;Fremad Amager;;;Fremad Amager
Danimarca - 1st Division;Nykobing FC;Nykobing;Nykobing FC;Nykøbing FC;Nykoebing FC;Nykobing FC;Nykøbing;;;Nykøbing FC
Danimarca - 1st Division;Næstved;Naestved IF;Naestved BK;Næstved BK;Naestved;Naestved BK;Næstved;;;Næstved BK
Danimarca - 1st Division;AKADEMISK BOLDKLUB GLADSAXE;AB Copenhagen;AB Kobenhavn;AB Gladsaxe;AB;AB Gladsaxe;Ab Copenhagen;;;AB Gladsaxe
Norvegia - Tippeligaen;Rosenborg;Rosenborg;Rosenborg BK Trondheim;Rosenborg BK;Rosenborg;Rosenborg BK;Rosenborg;;ROSENBORG;Rosenborg BK
Norvegia - Tippeligaen;Molde;Molde;Molde FK;Molde FK;Molde;Molde FK;Molde;;MOLDE;Molde FK
Norvegia - Tippeligaen;Sarpsborg 08;Sarpsborg;Sparta Sarpsborg;Sarpsborg 08;Sarpsborg 08;Sarpsborg;Sarpsborg 08;;SPARTA SARPSBORG;Sarpsborg 08
Norvegia - Tippeligaen;Stabæk;Stabaek;Stabaek IF;Stabaek;Stabaek;Stabaek Fotball;Stabæk;;STABAEK;Stabæk IF
Norvegia - Tippeligaen;Stromsgodset;Stromsgodset;Stromsgodset IF;Stromsgodset IF;Stroemsgodset;Stromsgodset;Strømsgodset;;STROMSGODSET;Strømsgodset Drammen
Norvegia - Tippeligaen;Brann;SK Brann;SK Brann Bergen;SK Brann;Brann;SK Brann;Brann;;BRANN;SK Brann
Norvegia - Tippeligaen;Tromso;Tromso;Tromsö IL;Tromso IL;Tromsoe;Tromso IL;Tromsø;;TROMSO;Tromsø IL
Norvegia - Tippeligaen;Haugesund;Haugesund;FK Haugesund;FK Haugesund;FK Haugesund;Haugesund FK;Haugesund;;HAUGESUND;FK Haugesund
Norvegia - Tippeligaen;Sandefjord;Sandefjord;Sandefjord Fotball;Sandefjord;Sandefjord;Sandefjord Fotball;Sandefjord;;SANDEFJORD;Sandefjord Fotball
Norvegia - Tippeligaen;Odds BK;Odd BK;Odd Grenland BK;Odd BK;Odds Ballklubb;ODD Grenland;Odd;;ODD GRENLAND;Odd Grenland
Norvegia - Tippeligaen;Aalesunds;Aalesund;Aalesund FK;Aalesund FK;Aalesund;Aalesunds FK;Aalesund;;AALESUND;Aalesunds FK
Norvegia - Tippeligaen;Sogndal;Sogndal;Sogndal IS;Sogndal;Sogndal;Sogndal IL;Sogndal;;SOGNDAL;Sogndal IL
Norvegia - Tippeligaen;Lillestrom;Lillestrom;Lilleström SK;Lillestrom SK;Lillestroem;Lillestrom SK;Lillestrøm;;LILLESTROM;Lillestrøm SK
Norvegia - Tippeligaen;Kristiansund;Kristiansund BK;Kristiansund BK;Kristiansund BK;Kristiansund BK;Kristiansund BK;Kristiansund;;KRISTIANSUND;Kristiansund BK
Norvegia - Tippeligaen;Valerenga;Valerenga;Valerenga IF Oslo;Valerenga;Vaalerenga;Valerenga IF;Vålerenga;;VALERENGA;Valerenga IF
Norvegia - Tippeligaen;Viking FK;Viking FK;FK Viking Stavanger;Viking FK;Viking;Viking FK;Viking;;VIKING;Viking FK
Norvegia - 1st Division;Bodø Glimt;Bodo/Glimt;FK Bodo/Glimt;FK Bodo/Glimt;Bodoe/Glimt;Bodo/Glimt;Bodø / Glimt;;BODO;FK Bodø/Glimt
Norvegia - 1st Division;Start;IK Start;IK Start Kristiansand;IK Start;Start;IK Start;Start;;START;IK Start
Norvegia - 1st Division;Ullensaker/Kisa;Ullensaker/Kisa;Ullensaker/Kisa;Ullensaker/Kisa;Ull/Kisa;Ullensaker/Kisa;Ullensaker / Kisa;;ULLENSAKER;Ullensaker/Kisa IL
Norvegia - 1st Division;Ranheim;Ranheim;Ranheim Fotball;Ranheim Fotball;Ranheim;Ranheim IL;Ranheim;;RANHEIM;Ranheim IL
Norvegia - 1st Division;Mjondalen;Mjondalen;Mjondalen IF;Mjondalen IF;Mjoendalen;Mjondalen;Mjøndalen;;MJONDALEN;Mjøndalen IF
Norvegia - 1st Division;Sandnes;Sandnes Ulf;Sandnes Ulf;Sandnes Ulf;Sandnes;Sandnes ULF;Sandnes Ulf;;SANDNES;Sandnes Ulf
